                TABLE OF MODE A AND MODE C ENCODER DATA                                    
                                                          
													
													
													
ALTITUDE  A1   A2   A4   B1   B2   B4   C1   C2   C4   D1   D2   D4   SQUAWK
44800     1    1    0    0    1    0    0    0    1    0    0    1    3244
44900     1    1    0    0    1    0    0    1    1    0    0    1    3264
45000     1    1    0    0    1    0    0    1    0    0    0    1    3224
45100     1    1    0    0    1    0    1    1    0    0    0    1    3234
45200     1    1    0    0    1    0    1    0    0    0    0    1    3214
45300     1    1    0    0    1    1    1    0    0    0    0    1    3614
45400     1    1    0    0    1    1    1    1    0    0    0    1    3634
45500     1    1    0    0    1    1    0    1    0    0    0    1    3624
45600     1    1    0    0    1    1    0    1    1    0    0    1    3664
45700     1    1    0    0    1    1    0    0    1    0    0    1    3644
45800     1    1    0    0    0    1    0    0    1    0    0    1    3444
45900     1    1    0    0    0    1    0    1    1    0    0    1    3464
46000     1    1    0    0    0    1    0    1    0    0    0    1    3424
46100     1    1    0    0    0    1    1    1    0    0    0    1    3434
46200     1    1    0    0    0    1    1    0    0    0    0    1    3414
46300     1    1    0    0    0    0    1    0    0    0    0    1    3014
46400     1    1    0    0    0    0    1    1    0    0    0    1    3034
46500     1    1    0    0    0    0    0    1    0    0    0    1    3024
46600     1    1    0    0    0    0    0    1    1    0    0    1    3064
46700     1    1    0    0    0    0    0    0    1    0    0    1    3044
46800     0    1    0    0    0    0    0    0    1    0    0    1    2044
46900     0    1    0    0    0    0    0    1    1    0    0    1    2064
47000     0    1    0    0    0    0    0    1    0    0    0    1    2024
47100     0    1    0    0    0    0    1    1    0    0    0    1    2034
47200     0    1    0    0    0    0    1    0    0    0    0    1    2014
47300     0    1    0    0    0    1    1    0    0    0    0    1    2414
47400     0    1    0    0    0    1    1    1    0    0    0    1    2434
47500     0    1    0    0    0    1    0    1    0    0    0    1    2424
47600     0    1    0    0    0    1    0    1    1    0    0    1    2464
47700     0    1    0    0    0    1    0    0    1    0    0    1    2444
47800     0    1    0    0    1    1    0    0    1    0    0    1    2644
47900     0    1    0    0    1    1    0    1    1    0    0    1    2664
48000     0    1    0    0    1    1    0    1    0    0    0    1    2624
48100     0    1    0    0    1    1    1    1    0    0    0    1    2634
48200     0    1    0    0    1    1    1    0    0    0    0    1    2614
48300     0    1    0    0    1    0    1    0    0    0    0    1    2214
48400     0    1    0    0    1    0    1    1    0    0    0    1    2234
48500     0    1    0    0    1    0    0    1    0    0    0    1    2224
48600     0    1    0    0    1    0    0    1    1    0    0    1    2264
48700     0    1    0    0    1    0    0    0    1    0    0    1    2244
48800     0    1    0    1    1    0    0    0    1    0    0    1    2344
48900     0    1    0    1    1    0    0    1    1    0    0    1    2364
49000     0    1    0    1    1    0    0    1    0    0    0    1    2324
49100     0    1    0    1    1    0    1    1    0    0    0    1    2334
49200     0    1    0    1    1    0    1    0    0    0    0    1    2314
49300     0    1    0    1    1    1    1    0    0    0    0    1    2714
49400     0    1    0    1    1    1    1    1    0    0    0    1    2734
49500     0    1    0    1    1    1    0    1    0    0    0    1    2724
49600     0    1    0    1    1    1    0    1    1    0    0    1    2764
49700     0    1    0    1    1    1    0    0    1    0    0    1    2744
49800     0    1    0    1    0    1    0    0    1    0    0    1    2544
49900     0    1    0    1    0    1    0    1    1    0    0    1    2564
50000     0    1    0    1    0    1    0    1    0    0    0    1    2524
50100     0    1    0    1    0    1    1    1    0    0    0    1    2534
50200     0    1    0    1    0    1    1    0    0    0    0    1    2514
50300     0    1    0    1    0    0    1    0    0    0    0    1    2114
50400     0    1    0    1    0    0    1    1    0    0    0    1    2134
50500     0    1    0    1    0    0    0    1    0    0    0    1    2124
50600     0    1    0    1    0    0    0    1    1    0    0    1    2164
50700     0    1    0    1    0    0    0    0    1    0    0    1    2144
50800     0    1    1    1    0    0    0    0    1    0    0    1    6144
50900     0    1    1    1    0    0    0    1    1    0    0    1    6164
51000     0    1    1    1    0    0    0    1    0    0    0    1    6124
51100     0    1    1    1    0    0    1    1    0    0    0    1    6134
51200     0    1    1    1    0    0    1    0    0    0    0    1    6114
51300     0    1    1    1    0    1    1    0    0    0    0    1    6514
51400     0    1    1    1    0    1    1    1    0    0    0    1    6534
51500     0    1    1    1    0    1    0    1    0    0    0    1    6524
51600     0    1    1    1    0    1    0    1    1    0    0    1    6564
51700     0    1    1    1    0    1    0    0    1    0    0    1    6544
51800     0    1    1    1    1    1    0    0    1    0    0    1    6744
51900     0    1    1    1    1    1    0    1    1    0    0    1    6764
52000     0    1    1    1    1    1    0    1    0    0    0    1    6724
52100     0    1    1    1    1    1    1    1    0    0    0    1    6734
52200     0    1    1    1    1    1    1    0    0    0    0    1    6714
52300     0    1    1    1    1    0    1    0    0    0    0    1    6314
52400     0    1    1    1    1    0    1    1    0    0    0    1    6334
52500     0    1    1    1    1    0    0    1    0    0    0    1    6324
52600     0    1    1    1    1    0    0    1    1    0    0    1    6364
52700     0    1    1    1    1    0    0    0    1    0    0    1    6344
52800     0    1    1    0    1    0    0    0    1    0    0    1    6244
52900     0    1    1    0    1    0    0    1    1    0    0    1    6264
53000     0    1    1    0    1    0    0    1    0    0    0    1    6224
53100     0    1    1    0    1    0    1    1    0    0    0    1    6234
53200     0    1    1    0    1    0    1    0    0    0    0    1    6214
53300     0    1    1    0    1    1    1    0    0    0    0    1    6614
53400     0    1    1    0    1    1    1    1    0    0    0    1    6634
53500     0    1    1    0    1    1    0    1    0    0    0    1    6624
53600     0    1    1    0    1    1    0    1    1    0    0    1    6664
53700     0    1    1    0    1    1    0    0    1    0    0    1    6644
53800     0    1    1    0    0    1    0    0    1    0    0    1    6444
53900     0    1    1    0    0    1    0    1    1    0    0    1    6464
54000     0    1    1    0    0    1    0    1    0    0    0    1    6424
54100     0    1    1    0    0    1    1    1    0    0    0    1    6434
54200     0    1    1    0    0    1    1    0    0    0    0    1    6414
54300     0    1    1    0    0    0    1    0    0    0    0    1    6014
54400     0    1    1    0    0    0    1    1    0    0    0    1    6034
54500     0    1    1    0    0    0    0    1    0    0    0    1    6024
54600     0    1    1    0    0    0    0    1    1    0    0    1    6064
54700     0    1    1    0    0    0    0    0    1    0    0    1    6044
54800     0    0    1    0    0    0    0    0    1    0    0    1    4044
54900     0    0    1    0    0    0    0    1    1    0    0    1    4064
55000     0    0    1    0    0    0    0    1    0    0    0    1    4024
55100     0    0    1    0    0    0    1    1    0    0    0    1    4034
55200     0    0    1    0    0    0    1    0    0    0    0    1    4014
55300     0    0    1    0    0    1    1    0    0    0    0    1    4414
55400     0    0    1    0    0    1    1    1    0    0    0    1    4434
55500     0    0    1    0    0    1    0    1    0    0    0    1    4424
55600     0    0    1    0    0    1    0    1    1    0    0    1    4464
55700     0    0    1    0    0    1    0    0    1    0    0    1    4444
55800     0    0    1    0    1    1    0    0    1    0    0    1    4644
55900     0    0    1    0    1    1    0    1    1    0    0    1    4664
56000     0    0    1    0    1    1    0    1    0    0    0    1    4624
56100     0    0    1    0    1    1    1    1    0    0    0    1    4634
56200     0    0    1    0    1    1    1    0    0    0    0    1    4614
56300     0    0    1    0    1    0    1    0    0    0    0    1    4214
56400     0    0    1    0    1    0    1    1    0    0    0    1    4234
56500     0    0    1    0    1    0    0    1    0    0    0    1    4224
56600     0    0    1    0    1    0    0    1    1    0    0    1    4264
56700     0    0    1    0    1    0    0    0    1    0    0    1    4244
56800     0    0    1    1    1    0    0    0    1    0    0    1    4344
56900     0    0    1    1    1    0    0    1    1    0    0    1    4364
57000     0    0    1    1    1    0    0    1    0    0    0    1    4324
57100     0    0    1    1    1    0    1    1    0    0    0    1    4334
57200     0    0    1    1    1    0    1    0    0    0    0    1    4314
57300     0    0    1    1    1    1    1    0    0    0    0    1    4714
57400     0    0    1    1    1    1    1    1    0    0    0    1    4734
57500     0    0    1    1    1    1    0    1    0    0    0    1    4724
57600     0    0    1    1    1    1    0    1    1    0    0    1    4764
57700     0    0    1    1    1    1    0    0    1    0    0    1    4744
57800     0    0    1    1    0    1    0    0    1    0    0    1    4544
57900     0    0    1    1    0    1    0    1    1    0    0    1    4564
58000     0    0    1    1    0    1    0    1    0    0    0    1    4524
58100     0    0    1    1    0    1    1    1    0    0    0    1    4534
58200     0    0    1    1    0    1    1    0    0    0    0    1    4514
58300     0    0    1    1    0    0    1    0    0    0    0    1    4114
58400     0    0    1    1    0    0    1    1    0    0    0    1    4134
58500     0    0    1    1    0    0    0    1    0    0    0    1    4124
58600     0    0    1    1    0    0    0    1    1    0    0    1    4164
58700     0    0    1    1    0    0    0    0    1    0    0    1    4144
58800     0    0    0    1    0    0    0    0    1    0    0    1    0144
58900     0    0    0    1    0    0    0    1    1    0    0    1    0164
59000     0    0    0    1    0    0    0    1    0    0    0    1    0124
59100     0    0    0    1    0    0    1    1    0    0    0    1    0134
59200     0    0    0    1    0    0    1    0    0    0    0    1    0114
59300     0    0    0    1    0    1    1    0    0    0    0    1    0514
59400     0    0    0    1    0    1    1    1    0    0    0    1    0534
59500     0    0    0    1    0    1    0    1    0    0    0    1    0524
59600     0    0    0    1    0    1    0    1    1    0    0    1    0564
59700     0    0    0    1    0    1    0    0    1    0    0    1    0544
59800     0    0    0    1    1    1    0    0    1    0    0    1    0744
59900     0    0    0    1    1    1    0    1    1    0    0    1    0764
60000     0    0    0    1    1    1    0    1    0    0    0    1    0724
60100     0    0    0    1    1    1    1    1    0    0    0    1    0734
60200     0    0    0    1    1    1    1    0    0    0    0    1    0714
60300     0    0    0    1    1    0    1    0    0    0    0    1    0314
60400     0    0    0    1    1    0    1    1    0    0    0    1    0334
60500     0    0    0    1    1    0    0    1    0    0    0    1    0324
60600     0    0    0    1    1    0    0    1    1    0    0    1    0364
60700     0    0    0    1    1    0    0    0    1    0    0    1    0344
60800     0    0    0    0    1    0    0    0    1    0    0    1    0244
60900     0    0    0    0    1    0    0    1    1    0    0    1    0264
61000     0    0    0    0    1    0    0    1    0    0    0    1    0224
61100     0    0    0    0    1    0    1    1    0    0    0    1    0234
61200     0    0    0    0    1    0    1    0    0    0    0    1    0214
61300     0    0    0    0    1    1    1    0    0    0    0    1    0614
61400     0    0    0    0    1    1    1    1    0    0    0    1    0634
61500     0    0    0    0    1    1    0    1    0    0    0    1    0624
61600     0    0    0    0    1    1    0    1    1    0    0    1    0664
61700     0    0    0    0    1    1    0    0    1    0    0    1    0644
61800     0    0    0    0    0    1    0    0    1    0    0    1    0444
61900     0    0    0    0    0    1    0    1    1    0    0    1    0464
62000     0    0    0    0    0    1    0    1    0    0    0    1    0424
62100     0    0    0    0    0    1    1    1    0    0    0    1    0434
62200     0    0    0    0    0    1    1    0    0    0    0    1    0414
62300     0    0    0    0    0    0    1    0    0    0    0    1    0014
62400     0    0    0    0    0    0    1    1    0    0    0    1    0034
62500     0    0    0    0    0    0    0    1    0    0    0    1    0024
62600     0    0    0    0    0    0    0    1    1    0    0    1    0064
62700     0    0    0    0    0    0    0    0    1    0    0    1    0044
62800     0    0    0    0    0    0    0    0    1    0    1    1    0046
62900     0    0    0    0    0    0    0    1    1    0    1    1    0066
63000     0    0    0    0    0    0    0    1    0    0    1    1    0026
63100     0    0    0    0    0    0    1    1    0    0    1    1    0036
63200     0    0    0    0    0    0    1    0    0    0    1    1    0016
63300     0    0    0    0    0    1    1    0    0    0    1    1    0416
63400     0    0    0    0    0    1    1    1    0    0    1    1    0436
63500     0    0    0    0    0    1    0    1    0    0    1    1    0426
63600     0    0    0    0    0    1    0    1    1    0    1    1    0466
63700     0    0    0    0    0    1    0    0    1    0    1    1    0446
63800     0    0    0    0    1    1    0    0    1    0    1    1    0646
63900     0    0    0    0    1    1    0    1    1    0    1    1    0666
64000     0    0    0    0    1    1    0    1    0    0    1    1    0626
64100     0    0    0    0    1    1    1    1    0    0    1    1    0636
64200     0    0    0    0    1    1    1    0    0    0    1    1    0616
64300     0    0    0    0    1    0    1    0    0    0    1    1    0216
64400     0    0    0    0    1    0    1    1    0    0    1    1    0236
64500     0    0    0    0    1    0    0    1    0    0    1    1    0226
64600     0    0    0    0    1    0    0    1    1    0    1    1    0266
64700     0    0    0    0    1    0    0    0    1    0    1    1    0246
64800     0    0    0    1    1    0    0    0    1    0    1    1    0346
64900     0    0    0    1    1    0    0    1    1    0    1    1    0366
65000     0    0    0    1    1    0    0    1    0    0    1    1    0326
65100     0    0    0    1    1    0    1    1    0    0    1    1    0336
65200     0    0    0    1    1    0    1    0    0    0    1    1    0316
65300     0    0    0    1    1    1    1    0    0    0    1    1    0716
65400     0    0    0    1    1    1    1    1    0    0    1    1    0736
65500     0    0    0    1    1    1    0    1    0    0    1    1    0726
65600     0    0    0    1    1    1    0    1    1    0    1    1    0766
65700     0    0    0    1    1    1    0    0    1    0    1    1    0746
65800     0    0    0    1    0    1    0    0    1    0    1    1    0546
65900     0    0    0    1    0    1    0    1    1    0    1    1    0566
66000     0    0    0    1    0    1    0    1    0    0    1    1    0526
66100     0    0    0    1    0    1    1    1    0    0    1    1    0536
66200     0    0    0    1    0    1    1    0    0    0    1    1    0516
66300     0    0    0    1    0    0    1    0    0    0    1    1    0116
66400     0    0    0    1    0    0    1    1    0    0    1    1    0136
66500     0    0    0    1    0    0    0    1    0    0    1    1    0126
66600     0    0    0    1    0    0    0    1    1    0    1    1    0166
66700     0    0    0    1    0    0    0    0    1    0    1    1    0146
66800     0    0    1    1    0    0    0    0    1    0    1    1    4146
66900     0    0    1    1    0    0    0    1    1    0    1    1    4166
67000     0    0    1    1    0    0    0    1    0    0    1    1    4126
67100     0    0    1    1    0    0    1    1    0    0    1    1    4136
67200     0    0    1    1    0    0    1    0    0    0    1    1    4116
67300     0    0    1    1    0    1    1    0    0    0    1    1    4516
67400     0    0    1    1    0    1    1    1    0    0    1    1    4536
67500     0    0    1    1    0    1    0    1    0    0    1    1    4526
67600     0    0    1    1    0    1    0    1    1    0    1    1    4566
67700     0    0    1    1    0    1    0    0    1    0    1    1    4546
67800     0    0    1    1    1    1    0    0    1    0    1    1    4746
67900     0    0    1    1    1    1    0    1    1    0    1    1    4766
68000     0    0    1    1    1    1    0    1    0    0    1    1    4726
68100     0    0    1    1    1    1    1    1    0    0    1    1    4736
68200     0    0    1    1    1    1    1    0    0    0    1    1    4716
68300     0    0    1    1    1    0    1    0    0    0    1    1    4316
68400     0    0    1    1    1    0    1    1    0    0    1    1    4336
68500     0    0    1    1    1    0    0    1    0    0    1    1    4326
68600     0    0    1    1    1    0    0    1    1    0    1    1    4366
68700     0    0    1    1    1    0    0    0    1    0    1    1    4346
68800     0    0    1    0    1    0    0    0    1    0    1    1    4246
68900     0    0    1    0    1    0    0    1    1    0    1    1    4266
69000     0    0    1    0    1    0    0    1    0    0    1    1    4226
69100     0    0    1    0    1    0    1    1    0    0    1    1    4236
69200     0    0    1    0    1    0    1    0    0    0    1    1    4216
69300     0    0    1    0    1    1    1    0    0    0    1    1    4616
69400     0    0    1    0    1    1    1    1    0    0    1    1    4636
69500     0    0    1    0    1    1    0    1    0    0    1    1    4626
69600     0    0    1    0    1    1    0    1    1    0    1    1    4666
69700     0    0    1    0    1    1    0    0    1    0    1    1    4646
69800     0    0    1    0    0    1    0    0    1    0    1    1    4446
69900     0    0    1    0    0    1    0    1    1    0    1    1    4466
70000     0    0    1    0    0    1    0    1    0    0    1    1    4426
70100     0    0    1    0    0    1    1    1    0    0    1    1    4436
70200     0    0    1    0    0    1    1    0    0    0    1    1    4416
70300     0    0    1    0    0    0    1    0    0    0    1    1    4016
70400     0    0    1    0    0    0    1    1    0    0    1    1    4036
70500     0    0    1    0    0    0    0    1    0    0    1    1    4026
70600     0    0    1    0    0    0    0    1    1    0    1    1    4066
70700     0    0    1    0    0    0    0    0    1    0    1    1    4046
70800     0    1    1    0    0    0    0    0    1    0    1    1    6046
70900     0    1    1    0    0    0    0    1    1    0    1    1    6066
71000     0    1    1    0    0    0    0    1    0    0    1    1    6026
71100     0    1    1    0    0    0    1    1    0    0    1    1    6036
71200     0    1    1    0    0    0    1    0    0    0    1    1    6016
71300     0    1    1    0    0    1    1    0    0    0    1    1    6416
71400     0    1    1    0    0    1    1    1    0    0    1    1    6436
71500     0    1    1    0    0    1    0    1    0    0    1    1    6426
71600     0    1    1    0    0    1    0    1    1    0    1    1    6466
71700     0    1    1    0    0    1    0    0    1    0    1    1    6446
71800     0    1    1    0    1    1    0    0    1    0    1    1    6646
71900     0    1    1    0    1    1    0    1    1    0    1    1    6666
72000     0    1    1    0    1    1    0    1    0    0    1    1    6626
72100     0    1    1    0    1    1    1    1    0    0    1    1    6636
72200     0    1    1    0    1    1    1    0    0    0    1    1    6616
72300     0    1    1    0    1    0    1    0    0    0    1    1    6216
72400     0    1    1    0    1    0    1    1    0    0    1    1    6236
72500     0    1    1    0    1    0    0    1    0    0    1    1    6226
72600     0    1    1    0    1    0    0    1    1    0    1    1    6266
72700     0    1    1    0    1    0    0    0    1    0    1    1    6246
72800     0    1    1    1    1    0    0    0    1    0    1    1    6346
72900     0    1    1    1    1    0    0    1    1    0    1    1    6366
73000     0    1    1    1    1    0    0    1    0    0    1    1    6326
73100     0    1    1    1    1    0    1    1    0    0    1    1    6336
73200     0    1    1    1    1    0    1    0    0    0    1    1    6316
73300     0    1    1    1    1    1    1    0    0    0    1    1    6716
73400     0    1    1    1    1    1    1    1    0    0    1    1    6736
73500     0    1    1    1    1    1    0    1    0    0    1    1    6726
73600     0    1    1    1    1    1    0    1    1    0    1    1    6766
73700     0    1    1    1    1    1    0    0    1    0    1    1    6746
73800     0    1    1    1    0    1    0    0    1    0    1    1    6546
73900     0    1    1    1    0    1    0    1    1    0    1    1    6566
74000     0    1    1    1    0    1    0    1    0    0    1    1    6526
74100     0    1    1    1    0    1    1    1    0    0    1    1    6536
74200     0    1    1    1    0    1    1    0    0    0    1    1    6516
74300     0    1    1    1    0    0    1    0    0    0    1    1    6116
74400     0    1    1    1    0    0    1    1    0    0    1    1    6136
74500     0    1    1    1    0    0    0    1    0    0    1    1    6126
74600     0    1    1    1    0    0    0    1    1    0    1    1    6166
74700     0    1    1    1    0    0    0    0    1    0    1    1    6146
74800     0    1    0    1    0    0    0    0    1    0    1    1    2146
74900     0    1    0    1    0    0    0    1    1    0    1    1    2166
75000     0    1    0    1    0    0    0    1    0    0    1    1    2126
75100     0    1    0    1    0    0    1    1    0    0    1    1    2136
75200     0    1    0    1    0    0    1    0    0    0    1    1    2116
75300     0    1    0    1    0    1    1    0    0    0    1    1    2516
75400     0    1    0    1    0    1    1    1    0    0    1    1    2536
75500     0    1    0    1    0    1    0    1    0    0    1    1    2526
75600     0    1    0    1    0    1    0    1    1    0    1    1    2566
75700     0    1    0    1    0    1    0    0    1    0    1    1    2546
75800     0    1    0    1    1    1    0    0    1    0    1    1    2746
75900     0    1    0    1    1    1    0    1    1    0    1    1    2766
76000     0    1    0    1    1    1    0    1    0    0    1    1    2726
76100     0    1    0    1    1    1    1    1    0    0    1    1    2736
76200     0    1    0    1    1    1    1    0    0    0    1    1    2716
76300     0    1    0    1    1    0    1    0    0    0    1    1    2316
76400     0    1    0    1    1    0    1    1    0    0    1    1    2336
76500     0    1    0    1    1    0    0    1    0    0    1    1    2326
76600     0    1    0    1    1    0    0    1    1    0    1    1    2366
76700     0    1    0    1    1    0    0    0    1    0    1    1    2346
76800     0    1    0    0    1    0    0    0    1    0    1    1    2246
76900     0    1    0    0    1    0    0    1    1    0    1    1    2266
77000     0    1    0    0    1    0    0    1    0    0    1    1    2226
77100     0    1    0    0    1    0    1    1    0    0    1    1    2236
77200     0    1    0    0    1    0    1    0    0    0    1    1    2216
77300     0    1    0    0    1    1    1    0    0    0    1    1    2616
77400     0    1    0    0    1    1    1    1    0    0    1    1    2636
77500     0    1    0    0    1    1    0    1    0    0    1    1    2626
77600     0    1    0    0    1    1    0    1    1    0    1    1    2666
77700     0    1    0    0    1    1    0    0    1    0    1    1    2646
77800     0    1    0    0    0    1    0    0    1    0    1    1    2446
77900     0    1    0    0    0    1    0    1    1    0    1    1    2466
78000     0    1    0    0    0    1    0    1    0    0    1    1    2426
78100     0    1    0    0    0    1    1    1    0    0    1    1    2436
78200     0    1    0    0    0    1    1    0    0    0    1    1    2416
78300     0    1    0    0    0    0    1    0    0    0    1    1    2016
78400     0    1    0    0    0    0    1    1    0    0    1    1    2036
78500     0    1    0    0    0    0    0    1    0    0    1    1    2026
78600     0    1    0    0    0    0    0    1    1    0    1    1    2066
78700     0    1    0    0    0    0    0    0    1    0    1    1    2046
78800     1    1    0    0    0    0    0    0    1    0    1    1    3046
78900     1    1    0    0    0    0    0    1    1    0    1    1    3066
79000     1    1    0    0    0    0    0    1    0    0    1    1    3026
79100     1    1    0    0    0    0    1    1    0    0    1    1    3036
79200     1    1    0    0    0    0    1    0    0    0    1    1    3016
79300     1    1    0    0    0    1    1    0    0    0    1    1    3416
79400     1    1    0    0    0    1    1    1    0    0    1    1    3436
79500     1    1    0    0    0    1    0    1    0    0    1    1    3426
79600     1    1    0    0    0    1    0    1    1    0    1    1    3466
79700     1    1    0    0    0    1    0    0    1    0    1    1    3446
79800     1    1    0    0    1    1    0    0    1    0    1    1    3646
79900     1    1    0    0    1    1    0    1    1    0    1    1    3666
80000     1    1    0    0    1    1    0    1    0    0    1    1    3626
80100     1    1    0    0    1    1    1    1    0    0    1    1    3636
80200     1    1    0    0    1    1    1    0    0    0    1    1    3616
80300     1    1    0    0    1    0    1    0    0    0    1    1    3216
80400     1    1    0    0    1    0    1    1    0    0    1    1    3236
80500     1    1    0    0    1    0    0    1    0    0    1    1    3226
80600     1    1    0    0    1    0    0    1    1    0    1    1    3266
80700     1    1    0    0    1    0    0    0    1    0    1    1    3246
80800     1    1    0    1    1    0    0    0    1    0    1    1    3346
80900     1    1    0    1    1    0    0    1    1    0    1    1    3366
81000     1    1    0    1    1    0    0    1    0    0    1    1    3326
81100     1    1    0    1    1    0    1    1    0    0    1    1    3336
81200     1    1    0    1    1    0    1    0    0    0    1    1    3316
81300     1    1    0    1    1    1    1    0    0    0    1    1    3716
81400     1    1    0    1    1    1    1    1    0    0    1    1    3736
81500     1    1    0    1    1    1    0    1    0    0    1    1    3726
81600     1    1    0    1    1    1    0    1    1    0    1    1    3766
81700     1    1    0    1    1    1    0    0    1    0    1    1    3746
81800     1    1    0    1    0    1    0    0    1    0    1    1    3546
81900     1    1    0    1    0    1    0    1    1    0    1    1    3566
82000     1    1    0    1    0    1    0    1    0    0    1    1    3526
82100     1    1    0    1    0    1    1    1    0    0    1    1    3536
82200     1    1    0    1    0    1    1    0    0    0    1    1    3516
82300     1    1    0    1    0    0    1    0    0    0    1    1    3116
82400     1    1    0    1    0    0    1    1    0    0    1    1    3136
82500     1    1    0    1    0    0    0    1    0    0    1    1    3126
82600     1    1    0    1    0    0    0    1    1    0    1    1    3166
82700     1    1    0    1    0    0    0    0    1    0    1    1    3146
82800     1    1    1    1    0    0    0    0    1    0    1    1    7146
82900     1    1    1    1    0    0    0    1    1    0    1    1    7166
83000     1    1    1    1    0    0    0    1    0    0    1    1    7126
83100     1    1    1    1    0    0    1    1    0    0    1    1    7136
83200     1    1    1    1    0    0    1    0    0    0    1    1    7116
83300     1    1    1    1    0    1    1    0    0    0    1    1    7516
83400     1    1    1    1    0    1    1    1    0    0    1    1    7536
83500     1    1    1    1    0    1    0    1    0    0    1    1    7526
83600     1    1    1    1    0    1    0    1    1    0    1    1    7566
83700     1    1    1    1    0    1    0    0    1    0    1    1    7546
83800     1    1    1    1    1    1    0    0    1    0    1    1    7746
83900     1    1    1    1    1    1    0    1    1    0    1    1    7766
84000     1    1    1    1    1    1    0    1    0    0    1    1    7726
84100     1    1    1    1    1    1    1    1    0    0    1    1    7736
84200     1    1    1    1    1    1    1    0    0    0    1    1    7716
84300     1    1    1    1    1    0    1    0    0    0    1    1    7316
84400     1    1    1    1    1    0    1    1    0    0    1    1    7336
84500     1    1    1    1    1    0    0    1    0    0    1    1    7326
84600     1    1    1    1    1    0    0    1    1    0    1    1    7366
84700     1    1    1    1    1    0    0    0    1    0    1    1    7346
84800     1    1    1    0    1    0    0    0    1    0    1    1    7246
84900     1    1    1    0    1    0    0    1    1    0    1    1    7266
85000     1    1    1    0    1    0    0    1    0    0    1    1    7226
85100     1    1    1    0    1    0    1    1    0    0    1    1    7236
85200     1    1    1    0    1    0    1    0    0    0    1    1    7216
85300     1    1    1    0    1    1    1    0    0    0    1    1    7616
85400     1    1    1    0    1    1    1    1    0    0    1    1    7636
85500     1    1    1    0    1    1    0    1    0    0    1    1    7626
85600     1    1    1    0    1    1    0    1    1    0    1    1    7666
85700     1    1    1    0    1    1    0    0    1    0    1    1    7646
85800     1    1    1    0    0    1    0    0    1    0    1    1    7446
85900     1    1    1    0    0    1    0    1    1    0    1    1    7466
86000     1    1    1    0    0    1    0    1    0    0    1    1    7426
86100     1    1    1    0    0    1    1    1    0    0    1    1    7436
86200     1    1    1    0    0    1    1    0    0    0    1    1    7416
86300     1    1    1    0    0    0    1    0    0    0    1    1    7016
86400     1    1    1    0    0    0    1    1    0    0    1    1    7036
86500     1    1    1    0    0    0    0    1    0    0    1    1    7026
86600     1    1    1    0    0    0    0    1    1    0    1    1    7066
86700     1    1    1    0    0    0    0    0    1    0    1    1    7046
86800     1    0    1    0    0    0    0    0    1    0    1    1    5046
86900     1    0    1    0    0    0    0    1    1    0    1    1    5066
87000     1    0    1    0    0    0    0    1    0    0    1    1    5026
87100     1    0    1    0    0    0    1    1    0    0    1    1    5036
87200     1    0    1    0    0    0    1    0    0    0    1    1    5016
87300     1    0    1    0    0    1    1    0    0    0    1    1    5416
87400     1    0    1    0    0    1    1    1    0    0    1    1    5436
87500     1    0    1    0    0    1    0    1    0    0    1    1    5426
87600     1    0    1    0    0    1    0    1    1    0    1    1    5466
87700     1    0    1    0    0    1    0    0    1    0    1    1    5446
87800     1    0    1    0    1    1    0    0    1    0    1    1    5646
87900     1    0    1    0    1    1    0    1    1    0    1    1    5666
88000     1    0    1    0    1    1    0    1    0    0    1    1    5626
88100     1    0    1    0    1    1    1    1    0    0    1    1    5636
88200     1    0    1    0    1    1    1    0    0    0    1    1    5616
88300     1    0    1    0    1    0    1    0    0    0    1    1    5216
88400     1    0    1    0    1    0    1    1    0    0    1    1    5236
88500     1    0    1    0    1    0    0    1    0    0    1    1    5226
88600     1    0    1    0    1    0    0    1    1    0    1    1    5266
88700     1    0    1    0    1    0    0    0    1    0    1    1    5246
88800     1    0    1    1    1    0    0    0    1    0    1    1    5346
88900     1    0    1    1    1    0    0    1    1    0    1    1    5366
89000     1    0    1    1    1    0    0    1    0    0    1    1    5326
89100     1    0    1    1    1    0    1    1    0    0    1    1    5336
89200     1    0    1    1    1    0    1    0    0    0    1    1    5316
89300     1    0    1    1    1    1    1    0    0    0    1    1    5716
89400     1    0    1    1    1    1    1    1    0    0    1    1    5736
89500     1    0    1    1    1    1    0    1    0    0    1    1    5726
89600     1    0    1    1    1    1    0    1    1    0    1    1    5766
89700     1    0    1    1    1    1    0    0    1    0    1    1    5746
89800     1    0    1    1    0    1    0    0    1    0    1    1    5546
89900     1    0    1    1    0    1    0    1    1    0    1    1    5566
90000     1    0    1    1    0    1    0    1    0    0    1    1    5526
90100     1    0    1    1    0    1    1    1    0    0    1    1    5536
90200     1    0    1    1    0    1    1    0    0    0    1    1    5516
90300     1    0    1    1    0    0    1    0    0    0    1    1    5116
90400     1    0    1    1    0    0    1    1    0    0    1    1    5136
90500     1    0    1    1    0    0    0    1    0    0    1    1    5126
90600     1    0    1    1    0    0    0    1    1    0    1    1    5166
90700     1    0    1    1    0    0    0    0    1    0    1    1    5146
90800     1    0    0    1    0    0    0    0    1    0    1    1    1146
90900     1    0    0    1    0    0    0    1    1    0    1    1    1166
91000     1    0    0    1    0    0    0    1    0    0    1    1    1126
